__label__positive , 蒙牛 很 牛
__label__negative , 蒙牛 优益 c 还 在 保质期 内 就 坏 了 瓶 全 扔 了 蒙牛 你 也 太 垃圾 了 吧 我们 家 牛奶 已经 不喝 蒙牛 的 了 想想 乳酸菌 不会 在 那 么 次 了 吧 结果 太 失望 了 蒙牛
__label__negative , 我 也 不再 喝 蒙牛 但是 话 说 回 来 牛奶 变质 过 期 了 是 超市 的 责任 跟 厂商 貌似 关系 不大 吧 流氓 蒙牛 打 死 不买 喝 蒙牛 死 全 家 喝 蒙牛 死 全 家
__label__negative , 毒品 的 祸害 远 比 切糕 大 蒙牛恒久远 切糕 永 留存
__label__negative , 我 一直 不喝 蒙牛 伊利 真 敬业 尼玛 真 敬业 蒙牛 你 太 假 了
__label__negative , 国 家 吞并 蒙牛 后 更 差 了 蒙牛 经理 篡改 产品 日期 被 刑拘
__label__negative , 自己 不买 和 告诫 身边 的 人 就 好 了 你 要 理解 这个 世界 傻逼 的 人 总是 存在 的 对 不起 又 打 错别字 了 抵制 蒙牛 两 年 了 没用 人 家 造 赚
__label__negative , 回复 醉 在 张裕 中 蒙牛 提醒 喝 多 了 会 中毒
__label__negative , 再 也 不喝 蒙牛 伊利 的 酸奶 了 好 难 喝
__label__negative , 真 垃圾 难怪 一直 跟 在 蒙牛屁股 后面 产品 的 质量 太 差 了 以后 坚决 拒绝 购买 伊 产品
__label__negative , 看 来 我 真 的 是 不适合 喝蒙牛 纯 牛奶 现在 好 难 受 好 想 吐 可是 吐 不出 呜呜 想 流泪 了
__label__negative , 下 一 步 就 是 换 品牌 了 从 蒙牛 改 成 蒙人 更 直接 不忽悠 反正 我 以后 再 也 不买 蒙牛 了
__label__negative , 蒙牛 是 店大欺客 至少 态度 比 蒙牛 好 后期 赶紧 整改
__label__negative , 抵制 日货 还 不如 抵制 蒙牛 来 的 实际 自己人 打 自己 人 最 厉害 了 有 本事 全 上 岛 呀
__label__negative , 哎 蒙牛 伊利 家 黑心 奶 厂 不差 钱儿 啊 不看 不知道 一 看 吓 一 跳
__label__negative , 蒙牛 现在 越 来 越 剽悍 了 我 实在 是 想 不出 来 自己 哪 一 年 过 过 号 现在 连 这样 简单 的 东西 都 不愿意 敷衍 顾客 了 虽然 说 一 次 不忠 百次 不用 这样 的 做法 太 过 极端 但是 蒙牛 也 太 过份 了 吧 我 勒 个 去 以后 都 不敢 喝 牛奶 了
__label__negative , 一 声 叹息 蒙牛真 对 不起 这个 牛 字 这话 看 着 好 夸张 啊 不过 蒙牛 确实 该 整顿 一下 了 蒙牛 不除 国人 不强 怎 么 还 有人 喝 蒙牛 蒙牛 不除 国人 不强
__label__negative , 亲戚 送 了 一 箱 饮料 这 是 挺 让 人 高兴 的 一 件 事 但 我 一 看 牌子 竟然 是 蒙牛 的 纠结 想想 还是 喝 了 吧 拿 去 倒 掉 对 蒙牛 来 说 没损失 到 我 有 损失
__label__negative , 伊利 问题 奶 大 家 看看 中国 人 就是 要 欺负 中国 人 巨大 的 牛奶 漂浮物 死 人 也 是 死 到 中国 人 a 愤慨 转发 保护 国人 转发 灭绝 黑心 企业 转发 蒙牛 可以 借鉴 别别 抓 到 黑心 伊利 漂浮 牛奶 亲身 体验 我 在
__label__negative , 完全 无误 这 是 蒙牛 啊 喝 着 这 玩意儿 幸福 有 什 么 意义 事实 就 是 英文 有 误 只 是 蒙牛 觉得 丢脸 拒 不承认 就 好像 自身 的 质量 问题 发生 了 但是 不承认 蒙牛 的 公关 部门 存在 的 意义 就 在于 否 认 问题 的 存在 么 还 好 国外 人民 不怎 么 知道 这 牌子 所以 这 英文 标语 意义 也 不大
__label__negative , 不可 因 倦 而 鲜终 今儿 性情 有点 暴躁 真是 感到 倦 了 想 一走了之 我 知道 过 了 今天 一切 又 会 好 起 来 难道 是 因为 今天 吃 了 蒙牛冰淇淋 的 缘故 哎 我 知 错 了 不该 姑息养奸 买 蒙牛 不可乘喜 而 轻诺 不可 因 倦 而 鲜终 要 缩小 自己 勇于 承担
__label__negative , 央视 财经 国庆 特刊 蒙牛 奶酪 被 曝 违规 添 乳矿物盐 蒙牛null quot 乳矿物盐 quot 风波 继续 蔓延 蒙牛 儿童 成长 奶酪 被 曝 违规 添加
__label__negative , 央视 财经 国庆 特刊 蒙牛 奶酪 被 曝 违规 添 乳矿物盐 quot 乳矿物盐 quot 风波 继续 蔓延 蒙牛 儿童 成长 奶酪 被 曝 违规 添加
__label__negative , 不喝 蒙牛
__label__negative , 我 喝 的 是 蒙牛 高 钙 奶 啊 呜呜 呜呜 呜
__label__negative , 我 不相信 中国 的 学生 奶 更 更 不相信 蒙牛 学生 订 蒙 牛奶 打 死 我 也 不让 孩子 订
__label__negative , 去 他 妈 的 谁 再 买 蒙牛 伊利 谁 是 傻逼
__label__negative , 蒙牛 是 中 粮 的 玩物 已 被 毁于一旦 了
__label__negative , 鄙视 蒙牛 我 会 劝 身边 的 人 都 远离 它
__label__negative , 爱尼玛 换 不换 反正 我 是 不买 蒙牛 的 任何 产品 这 不是 换汤不换药 么
__label__negative , 这 位 叫兽 是 不是 真 的 喝 多 了 蒙牛 了
__label__negative , 最 不喜欢 的 企业 就 是 蒙牛 蒙人 不
__label__negative , 很 久 不喝 蒙牛 了 以后 看 来 也 得 坚持
__label__negative , 垃圾 食品 安全 蒙牛 整 条 产业链 彻底 失控
__label__negative , 打 死 也 不喝 蒙牛 和 伊利 都 是 猪食
__label__negative , 盗版 蒙牛
__label__negative , 傻逼 蒙牛
__label__negative , 蒙牛道歉
__label__negative , 好 喝 的 不行 伊利 蒙牛 难 喝 死 了 三 元 更 难 喝 现在 酸奶 只 喝 君乐宝
__label__negative , 保 不齐 是 做出 来 的 呢 不明真相 的 群众 不发表 意见 珍爱 生命 远离 蒙牛
__label__negative , 蒙牛 经理 涉嫌 篡改 生产 日期 被 批捕 分享 自
__label__negative , 回复 原 来 你 暴露 了 你 爸是 李刚 可是 你 应该 被 判刑 啊 在 牢 里面 还 能 认春哥 还 能 评论 微博 回复 你 这个 吃 蒙牛 吃 成 痴呆 的 盲流 哎
__label__negative , 我 就 说 嘛 那些 个 牛奶 都 能 喝 死 人 的 玩意 上次 我 说 蒙牛 就 他 娘 的 垃圾 那个 后 来 我 问 他 三 个 问题 他 彻底 无语 了 很 愤怒 但 做 不了 什 么 很 遗憾 但 改变 不了 什 么 我 不爱国
__label__negative , 幸 无 日本 车辆 损毁 事件 发生 否则 传 出去 实在 为 国 丢脸 想想 也 奇怪 贪污 腐败 你 不气 蒙牛蒙人 你 不恼 洗脑 教育 你 不理 抢 地 强 拆 你 不管 小 日本 一个 购岛 决定 就 搞 的 你 潮 吹 不止 还 把 同胞 用 血汗钱 买 回 来 的 车 砸 掉 还 把 学 日语 买 日货 去 日本 留学 的 同胞 打 成 亲日 分子 恨 不得 碎尸万段 就 知道 窝里斗
__label__negative , 蒙牛 这样 的 企业 怎 么 能 不垮 呢 牛根生 很 拽 得 说 官瘾 没过 够 擦 月满则亏
__label__negative , 我 了 个 去 他 的 生产线 逆天 了 蒙牛 真心 不敢 喝 了 啊
__label__negative , 抵制 无良 企业 让 更 多 人 拒绝 麦当劳 拒绝 肯德基 就 好像 拒绝 蒙牛 伊利 一样
__label__negative , 这次 加 了 不知名药粉 ω 再 也 不用 蒙牛 红枣奶 做 了 因为 真 的 很 难 喝 啊
__label__negative , 一个 哥们 说 你 觉得 抵制 日货 无聊 那 你 抵制 蒙牛 就 不无聊 了 么 我 说 说到底 我 对 抵 制什 么 东西 倒 不是 很 在 意 主要 是 抵制 双重 标准 表里不一 蒙牛 出事 之前 牛 根 生天天 在 电视 上 说 做 企业 的 仁义道德 中国 人 砸 了 日本 企业 日本 车 日本 人 要 维权 你 笑话 人 家 你 骄傲 因为 你 很 安全 你 自己 被 迫害 了 维个权 试试
__label__negative , 有 多少 老 外闲 的 没事 纠结 蒙牛 的 广告语 又 拿 消费者 当 傻子 看 蒙牛 唱独角戏
__label__negative , 回复 你 真 有 才 还 敢 喝 蒙牛 可惜 这 牛 已 不吃 草 了 草 专门 用 来 借 箭 回复 啊 我 天 天 喝 蒙牛 贪便宜
__label__negative , 像 早就 不喝 蒙牛 一样 鱼翅 早就 不吃 了 但 两者 不同 不喝 蒙牛 是 恨 不吃 鱼翅 是 爱 蒙牛null 什 么 tmd狗屁逻辑 简直 连 脸 和 屁股 都 不要 了
__label__negative , 无 良商 家 抵制 蒙牛
__label__negative , 蒙牛 姐 永远 不卖 了 坑 爹 伤 不起 次 奥 话 说 人 家 名字 好 吧 好 个性 的 名字 草泥马 奇葩 蒙 牛姐 永远 不喝 啦
__label__negative , 坚决 抵制 蒙牛 牛奶 坚决 抵制 宁愿 去 喝妇 炎洁 也 不去 喝 蒙牛 大 家 都 说 我 笨蛋 思前想后 为什 么 我 以前 很 聪明 现在 总 被 骂 笨蛋 想来想去 是 大学 一直 喝 蒙牛 坚决 抵制 蒙牛 频繁 出 问题 的 牛 一定 是 病牛
__label__negative , 虽然 不能 阻止 蒙牛 这样 的 有毒 食品 流向 航空 配餐 但是 你 能 做 的 是 将 配餐 中 的 蒙牛毒奶 撕开 再 等待 空乘 的 垃圾 回收 以免 有 人 食用 该 慢性 毒药 同时 谴责 采用 蒙牛 作为 航空 配餐 的 北京 航食 和 相关 航空 公司
__label__negative , 牧民党 代表 蒙牛 伊利 没毛病 问题 出 在 源头 分享 自 出现 问题 全部 推 给 无关 的 或者 弱势 群体 按照 这个 逻辑 蒙牛 伊利 从 下面 收 了 毒药 转手 卖 给 大伙 大伙 挂 了 那 可 不是 他们 的 问题 他们 也 没毛病 最后 发现 结果 都 是 我们 毛病 了 以为 蒙牛 伊利 没毛病 的
__label__negative , 我 又 喝 了 一个 濒临 过期 的 蒙牛 果然 又 拉 肚子 拉 到 要 死 了
__label__negative , 蒙牛 微博 营销 部门 是 不是 sb 啊 切糕 是 褒义词 吗 看 来 蒙牛 喝 多 了 对 脑子 不好
__label__negative , 我们 的 悲哀 是 这些 垃圾 企业 最后 和 蒙牛 伊利 这些 民族 的 耻辱 一样 屹力 不倒
__label__negative , 蒙牛别 犯贱 换 了 包装 也 不买 那些 频频 出事儿 还 买 蒙牛 的 人们 也 别 犯贱
__label__negative , 你 让 我 这个 蒙牛脑残 粉情 何以 堪
__label__negative , 开车 都 不忘 欺负 我 蒙牛加 伊利
__label__negative , 蒙牛 卖 给 了 中粮 国 进民 退 可悲
__label__negative , 挨 忽悠 喝 了 半 盒 过期 了 一 年 的 蒙牛
__label__negative , 叫 你们 从小 不喝 蒙牛 不吃 地 沟油
__label__negative , 装什 么 玩意 不喝 国产 奶粉 蒙牛 伊利 喝 不喝 国产 蔬菜 水果 吃 不吃 大陆 的 空气 你 吸 不吸 国产 啥 都 不好 就 离开 还 节约 资源 了 呢
__label__negative , 牛奶 这 事情 是 比较 麻烦 进口 的 喝 不起 蒙牛 伊利 是 不敢 喝 的 选择 三 元 还 得 小心 地 挑 北京 产 的 因为 不小心 就 会 买 上 原 三鹿 那 产 的
__label__negative , 半 年 抵制 日货 一辈子 不喝 蒙牛
__label__negative , 蒙牛 这 黑心 玩意 扩散 是 必须 的
__label__negative , 为 喵 不喝 蒙牛 瞧 不起 中国 企业 么
__label__negative , 蒙牛伤 不起 啊 喝 蒙牛 更 伤 不起
__label__negative , 想 抵制 日货 先 抵制 蒙牛 先
__label__negative , 不喝 蒙牛 了 哎
__label__negative , 要 远离 蒙牛 证明 无毒 嘛 嘻嘻 只 能 说 蒙牛 真 不容易 啊 总是 活 在 枪林弹雨 中 唉 珍惜 生命 远离 蒙牛
__label__negative , 抵制 日货 的 同时 一起 抵制 蒙牛
__label__negative , 蒙牛 怎 么 老 出 状况 啊 严重 抵制
__label__negative , 蒙牛 篡改 产品 生产期 现在 的 奸商 太 没良心 了 政府 监管 不力 同流合污
__label__negative , 蒙牛 最近 真心 变 得 黑 阿 对 蒙牛 彻底 失望 同 喝 宁波 奶 还是 喝 宁波 奶 抵制 蒙牛 是 有 理由 的 很 久 不喝 了
__label__negative , 蒙牛 牛奶 换 装 革面 近年 来 蒙牛 不断 被 曝光 出 各种 产品 质量 问题 更换 产品 包装 并 不能 为 蒙牛 的 信誉度 加分 此前 不久蒙牛 经理 篡改 生产 日期 被 批捕 蒙牛 一个 公私 不分 的 公司 自己 吓 跑 了 自己 的 消费者
__label__negative , 这 么 辛苦 只 为 喝 放心 牛奶 深圳 就 他 妈 的 蒙牛伊利 姐 我 不喝 所以 还是 辛苦 老公拉 牛奶 回 来 给 我 喝 了 还有 老公 最 爱 的 cream soda
__label__negative , 蒙牛 太 差劲 了 卧槽 很 久 没喝 了 再次 坚定 了 绝 不再 喝 一 口 蒙牛 的 决心 再 抵制 一 次 坚决 抵制 蒙牛 远离 蒙牛 任何 产品
__label__negative , 实际 行动 不购买 任何 蒙牛 产品
__label__negative , 打 死 不喝 蒙牛 的 奶 质量 真是 猛 和 蒙 叫嚣 的 态度 才 真 是 牛 品牌 的 成功 解释
__label__negative , 上 当 了 好 难 喝 蒙牛 优益c 记住 别 买
__label__negative , 蒙牛 伊利 写 的 吧 扯 淡 哎
__label__negative , 抵制 百度 抵制 蒙牛 无耻 企业 去 死去 死光 这 事 搞 得 太 不要 脸 了 吧 靠 改 得 够 快 的 啊 我 刚才 发 的 现场 图 也 是 分钟 内 被 删 还有 什 么 能够 相信 呢 只 能 相信 自己 了
__label__negative , 尼玛吖 难怪 晚餐 喝 的 草莓 酸奶那 么 难 喝 买 错 蒙牛 的 了 希望 不会 生病 啦
__label__negative , 我 买 一 盒 牛奶 我 现在 每天 喝 三 元 的 牛奶 希望 安全 不会 被 毒死 蒙牛 伊利 是 打 死 也 不敢 喝 了 想 慢性 自杀 的 可以 试试
__label__negative , 一 滴 也 不喝 只 喝 光明 不喝 不喝 上 了 系统 也 不喝 飞机 上 发 的 蒙牛 从 来不 喝 哥 也 不去 虽然 人 家也不要 哥 哈 内蒙 的
__label__negative , google 被 联邦 贸易 委员会 处 巨额 罚款 老百姓 却 认为 罚 的 太 少 没有 惩戒 作用 双汇 呢 蒙牛 呢 所以 大陆 不会 出 世界性 企业
__label__negative , 这种 企业 查 到 就 应该 关掉 相关 负责人 到 领导人 全部 依法 惩处 蒙牛 也 应该 倒闭 无 良商 家 配 上 无 良管理者 死不足惜
__label__negative , 卧槽 蒙牛 又 被 曝光 质量 问题 我 前 几 天 还 都 喝 蒙牛 来 着 怎 么 办 ≥ ≤
__label__negative , 马碧 的 牛根生 坑 爹 这 包装 一不小心 就 买 错 蒙牛 了 我 是 扔 呢 还是 扔 呢
__label__negative , 这 孩子 真 可怜 一不小心 看 个 电影 就 疯 了 连 蒙牛 都 不用 喝 就 这 么 崩溃 年
__label__negative , 转 便宜 继续 喝 象 拒绝 毒品 一样 拒绝 蒙牛 不知道 为什 么 还 要 买 我 都 告诉 我 爸别 买 了 他 说 无所谓 然后 继续 喝 为什 么 没人 管 的 了 蒙牛
__label__negative , 好 自己 没毛病 毛病 都 是 人 家 的 牧民党 代表 蒙牛 伊利 没毛病 问题 出 在 源头 分享 自
__label__negative , 蒙牛 的 牛奶 好 难 喝 再 也 不买 了
__label__negative , 太 太太 恶心 了 蒙牛 去 死
__label__negative , 不喝 蒙牛 不吃 双 汇 漫画 不赖
__label__negative , 我 看 是 这个 人 脑子 有 毛病 内蒙 基层 官员 蒙牛 伊利 没任何 毛病 源头 不安全 分享 自
__label__negative , 好 恶心 哦 以后 再 也 不喝 蒙牛 了
__label__negative , 抵制 日货 不如 抵制 蒙牛 伊利 先
__label__negative , 太 恐怖 了 怎 么 还 有人 喝 蒙牛
__label__negative , 看到 的 请 转发 抵制 劣质 蒙牛
__label__negative , 最 讨厌 的 公司 程度 甚 于 蒙牛
__label__negative , 此 内容 为 不实 消息 已 处理 就 因为 蒙牛 说 不实 新 浪 你 就 说 它 不实 吗 抵制 蒙牛 放心 奶 辛苦 了 还 在 加班 蒙牛 放心 奶 用心 做 好 奶 我们 都 休息 了 还 在 产 奶
__label__negative , nnd 最后 一 次 告诉 你们 别 喝 蒙牛 了 黑心 企业 始终 是 没良心 此次 篡改 日期 事件 为 我 公司 主动 向 公安 部门 报案 查处 内部 个别 人员 违法 行为 中 粮 入 主 新 蒙牛 后 在 此 类 问题 上 绝 不姑息 会 把 食品 安全 管理 放到 最高 位置 谢谢 监督 官方 声明 具体 请 见
__label__negative , 我们 唯一 能 做 的 就 是 不喝 蒙牛 伊利 这种 被 曝光 过 的 黑心 企业 的 产品
__label__negative , 阿 我 还 穿 的 不亦乐乎 我 喝 蒙牛 致癌 我 穿 衣服 又 致癌 世界 太 乱 了
__label__negative , 不明白 为 啥 蒙牛 死 不认错 不是 所有 的 牛 都 能 蒙人
__label__negative , 抵制 不喝 蒙牛 了 蒙牛 就 是 一个 没有 良知 的 企业 抵制 蒙牛
__label__negative , 接二连三 的 出 问题 了 不过 早已 不吃 蒙牛 的 东西 了 要 吃 也 是 伊利 的
__label__negative , 蒙牛 乳业 对 切糕 事件 表示 强烈 愤慨 作为 一个 可以 毒害 人 的 国企 黑心 的 程度 岂 是 小小 切糕 能够 比拟 蒙牛 果然 是 世界 上 营销 宣传 做 得 最 烂 的 公司 没有 之一 亲爱 的 萌哥 您 删 这 么 快 干 嘛
__label__negative , 砖 家 发话 了 新华 分享 蒙牛 来 首 次 换装 广告语 就 出错 蒙牛 来 首 次 换装 广告语 就 出错
__label__negative , 抵制 蒙牛 从 我 做 起 谁 喝 蒙牛 谁 傻 逼 无 语 了
__label__negative , 唯利是图 蒙牛 经理 篡改 产品 日期 被 刑拘
__label__negative , 喝 蒙牛 会 不会 死 啊 闹心 了
__label__negative , 能 说 出 这样 的 话 证明 了 这个 一个 再 简单 不过 的 等式 不能 保证 行动 一致 无耻 蒙牛 不能 保证 行动 一致 所以 蒙牛 无耻
__label__negative , 哎蒙 牛怎 么 有 脸 调笑人 家 小 切糕 呢 蒙牛null 是 小 切糕 微博 上 被 骂 了 一 次 就 这样 了 我 蒙 牛天天 被 爆菊 现在 还 好好 的 活 在 各 大 超市 的 货架 上 意思 是 蒙牛 比 切糕 还 黑 比 切糕 还 重 比 切糕 还 贵
__label__negative , 此时 的 切糕 可是 一个 贬义词 蒙牛 这些 傻逼 是 不是 以为 切糕 很 高级 呀
__label__negative , 你 太 狠 了 告诉 你 他们 不会 喧哗 的 人 肯定 是 蒙牛 喝 多 了
__label__negative , 其实 是 蒙牛 的 管理层 一直 不愿意 直面 自己 的 问题 他们 真 的 天真 以为 问题 出 在 包装 上 吗 其实 他们 不笨 所以 是 他们 没有 解决 问题 的 勇气 既然 这样 我们 也 就 只好 继续 不喝 他 的 奶 我 是 不敢 买 蒙牛 继续 远离 抵制 蒙牛 这种 垃圾 企业 不值得 关注
__label__negative , 新 校区 超市 卖 蒙 牛毒奶 请 大 家 不要 买 麻烦 帮 转
